Date Shipped,ShipFromLocation,ShipToLocation,Distance,Item,Weight,Shipment Cost,Fuel Surcharge,Tarping Charge,Line Haul Pass,Spot Quote,Stop Off Charges
8/17/23,"Pittsburgh, PA","San Diego, CA",218,Metal Roofing Coil,2246.83,389.94,17.44,100,272.5,282.1,0
11/6/24,"Newark, NJ","Houston, TX",1499,Fasteners and Plates,108.38,2143.67,119.92,100,1873.75,2011.81,50
8/15/23,"Wilmington, DE","Indianapolis, IN",1538,Underlayment Roll,378.74,2120.54,123.04,0,1922.5,2113.07,75
10/20/24,"Norfolk, VA","Minneapolis, MN",1981,Insulation Board,697.66,2659.73,158.48,0,2476.25,2457.02,25
6/15/24,"Orlando, FL","Phoenix, AZ",1938,Underlayment Roll,277.95,2727.54,155.04,100,2422.5,2583.76,50
3/16/24,"Buffalo, NY","St. Louis, MO",1945,Roofing Membrane Roll,571.01,2761.85,155.6,100,2431.25,2637.93,75
2/6/24,"Norfolk, VA","Dallas, TX",1648,Metal Roofing Coil,2150.25,2291.84,131.84,100,2060,2141.22,0
2/16/23,"Orlando, FL","Houston, TX",1117,Drainage Mat,227.92,1635.61,89.36,100,1396.25,1465.45,50
8/21/23,"Orlando, FL","Denver, CO",1878,Drainage Mat,439.72,2597.74,150.24,50,2347.5,2326.45,50
11/1/23,"Raleigh, NC","Las Vegas, NV",853,Drainage Mat,381.16,1259.49,68.24,50,1066.25,963.71,75
6/9/24,"Baltimore, MD","Portland, OR",1266,Underlayment Roll,107.49,1808.78,101.28,100,1582.5,1689.53,25
5/23/23,"Buffalo, NY","Detroit, MI",2413,Roofing Membrane Roll,574.28,3334.29,193.04,100,3016.25,3100.12,25
2/19/24,"Atlanta, GA","Las Vegas, NV",2057,Underlayment Roll,220.57,2760.81,164.56,0,2571.25,2742.9,25
5/27/24,"Richmond, VA","Chicago, IL",1810,Roofing Membrane Roll,668.52,2582.3,144.8,100,2262.5,2059.78,75
1/8/24,"Charlotte, NC","San Diego, CA",1125,Fasteners and Plates,59.98,1571.25,90,0,1406.25,1436.3,75
7/19/24,"Newark, NJ","Las Vegas, NV",1141,Underlayment Roll,173.89,1642.53,91.28,50,1426.25,1453.86,75
9/16/23,"Albany, NY","Las Vegas, NV",1462,Fasteners and Plates,179.45,2119.46,116.96,100,1827.5,1914.28,75
10/17/24,"Hartford, CT","Dallas, TX",1296,Underlayment Roll,365.37,1823.68,103.68,100,1620,1522.98,0
4/15/24,"Baltimore, MD","Denver, CO",1974,Insulation Board,858.95,2800.42,157.92,100,2467.5,2701.11,75
1/12/23,"Savannah, GA","St. Louis, MO",1084,Underlayment Roll,382.23,1566.72,86.72,50,1355,1254.17,75
11/26/23,"Jacksonville, FL","Salt Lake City, UT",1854,Underlayment Roll,120.1,2490.82,148.32,0,2317.5,2395.97,25
12/24/23,"Baltimore, MD","Dallas, TX",2138,Insulation Board,875.19,2918.54,171.04,50,2672.5,2611.35,25
2/12/24,"Baltimore, MD","Omaha, NE",2025,Fasteners and Plates,112.43,2818.25,162,100,2531.25,2515.61,25
10/29/24,"Wilmington, DE","Las Vegas, NV",763,Roofing Membrane Roll,676.95,1164.79,61.04,100,953.75,886.47,50
1/8/24,"Hartford, CT","Milwaukee, WI",2240,Roofing Membrane Roll,694.12,3104.2,179.2,100,2800,2967.04,25
1/8/23,"Charlotte, NC","Salt Lake City, UT",1316,Underlayment Roll,289.17,1825.28,105.28,50,1645,1487.25,25
5/2/23,"Philadelphia, PA","Chicago, IL",836,Underlayment Roll,176.94,1111.88,66.88,0,1045,953.58,0
12/14/23,"Charlotte, NC","Detroit, MI",1561,Roofing Membrane Roll,368.05,2176.13,124.88,50,1951.25,2093.56,50
11/6/24,"Atlanta, GA","Kansas City, MO",230,Drainage Mat,308.55,430.9,18.4,100,287.5,299.38,25
3/31/23,"Richmond, VA","Las Vegas, NV",2439,Underlayment Roll,341.14,3368.87,195.12,50,3048.75,3219.82,75
10/9/24,"Buffalo, NY","Denver, CO",2163,Insulation Board,557.63,2926.79,173.04,50,2703.75,2906.75,0
11/28/24,"Boston, MA","Portland, OR",1190,Insulation Board,683.83,1657.7,95.2,50,1487.5,1583.41,25
11/12/23,"Charlotte, NC","Detroit, MI",425,Underlayment Roll,184.58,565.25,34,0,531.25,498.39,0
6/27/23,"Hartford, CT","Denver, CO",1171,Underlayment Roll,272.29,1607.43,93.68,0,1463.75,1569.78,50
6/23/24,"Atlanta, GA","Milwaukee, WI",1726,Underlayment Roll,113.49,2470.58,138.08,100,2157.5,2184.49,75
2/10/23,"Charlotte, NC","Houston, TX",1305,Drainage Mat,555.81,1785.65,104.4,0,1631.25,1710.09,50
12/4/24,"Providence, RI","Des Moines, IA",1434,Insulation Board,723.83,2082.22,114.72,100,1792.5,1655.2,75
5/16/24,"Albany, NY","Seattle, WA",1662,Metal Roofing Coil,2084.76,2310.46,132.96,100,2077.5,2058.38,0
5/25/23,"Baltimore, MD","Seattle, WA",2132,Drainage Mat,405.54,2835.56,170.56,0,2665,2905.62,0
7/20/23,"Albany, NY","Minneapolis, MN",1812,Drainage Mat,404.06,2434.96,144.96,0,2265,2270.84,25
12/24/24,"Boston, MA","Milwaukee, WI",2243,Fasteners and Plates,146.71,3083.19,179.44,100,2803.75,3046.17,0
4/5/24,"Providence, RI","Los Angeles, CA",1645,Fasteners and Plates,149.25,2262.85,131.6,0,2056.25,1965.22,75
7/11/24,"Hartford, CT","Detroit, MI",919,Drainage Mat,396.31,1297.27,73.52,50,1148.75,1172.61,25
6/30/24,"Buffalo, NY","St. Louis, MO",271,Roofing Membrane Roll,687.97,435.43,21.68,50,338.75,314.56,25
9/10/23,"Savannah, GA","Detroit, MI",586,Fasteners and Plates,87.92,929.38,46.88,100,732.5,708.69,50
1/25/24,"Baltimore, MD","Seattle, WA",1478,Roofing Membrane Roll,638.05,1965.74,118.24,0,1847.5,1727.46,0
8/16/24,"Orlando, FL","Salt Lake City, UT",965,Fasteners and Plates,53.79,1333.45,77.2,0,1206.25,1296.49,50
9/13/23,"Orlando, FL","Phoenix, AZ",724,Insulation Board,735.57,987.92,57.92,0,905,972.09,25
12/9/24,"Providence, RI","Dallas, TX",536,Insulation Board,521.41,762.88,42.88,50,670,638.56,0
3/25/24,"Raleigh, NC","Las Vegas, NV",1551,Fasteners and Plates,102.68,2162.83,124.08,50,1938.75,2112.66,50
1/10/23,"Charlotte, NC","Las Vegas, NV",1999,Underlayment Roll,187.44,2808.67,159.92,100,2498.75,2367.89,50
8/30/23,"Hartford, CT","Chicago, IL",1720,Insulation Board,735.98,2337.6,137.6,0,2150,2237.07,50
9/8/23,"Richmond, VA","Omaha, NE",921,Metal Roofing Coil,2141.09,1374.93,73.68,100,1151.25,1173.56,50
1/5/23,"Pittsburgh, PA","Omaha, NE",697,Roofing Membrane Roll,674.07,952.01,55.76,0,871.25,907.52,25
4/29/23,"Charlotte, NC","Chicago, IL",2204,Metal Roofing Coil,1919.5,3031.32,176.32,50,2755,2592.15,50
1/9/24,"Buffalo, NY","Indianapolis, IN",1690,Underlayment Roll,293.98,2372.7,135.2,100,2112.5,2285.98,25
3/6/23,"Jacksonville, FL","San Diego, CA",764,Roofing Membrane Roll,609.42,1141.12,61.12,100,955,979.13,25
5/26/23,"Raleigh, NC","Milwaukee, WI",1917,Drainage Mat,420.46,2699.61,153.36,100,2396.25,2233.63,50
8/12/23,"Raleigh, NC","Phoenix, AZ",1488,Roofing Membrane Roll,601.49,2079.04,119.04,100,1860,1847.23,0
8/27/23,"Tampa, FL","San Antonio, TX",1152,Fasteners and Plates,66.74,1632.16,92.16,100,1440,1345.97,0
6/26/23,"Tampa, FL","Detroit, MI",1082,Fasteners and Plates,141.62,1589.06,86.56,100,1352.5,1371.02,50
10/9/23,"Newark, NJ","Denver, CO",932,Fasteners and Plates,165.92,1289.56,74.56,0,1165,1180.33,50
3/4/23,"Wilmington, DE","Omaha, NE",541,Roofing Membrane Roll,670.94,769.53,43.28,50,676.25,651.64,0
8/5/23,"Boston, MA","Milwaukee, WI",1021,Insulation Board,830.74,1407.93,81.68,0,1276.25,1220.81,50
11/19/24,"Philadelphia, PA","Seattle, WA",1016,Insulation Board,638.03,1401.28,81.28,0,1270,1387.22,50
4/5/24,"Tampa, FL","Des Moines, IA",1070,Drainage Mat,216.6,1573.1,85.6,100,1337.5,1367.32,50
9/1/24,"Tampa, FL","Detroit, MI",1251,Underlayment Roll,157.69,1713.83,100.08,50,1563.75,1601.16,0
4/15/23,"Newark, NJ","Chicago, IL",2424,Fasteners and Plates,182.73,3323.92,193.92,100,3030,2932.9,0
4/9/23,"Charlotte, NC","Minneapolis, MN",1176,Drainage Mat,204.11,1639.08,94.08,0,1470,1424.98,75
5/25/24,"Columbia, SC","Indianapolis, IN",1409,Insulation Board,896.04,2048.97,112.72,100,1761.25,1635.23,75
1/20/24,"Philadelphia, PA","Indianapolis, IN",1096,Metal Roofing Coil,2109.96,1582.68,87.68,50,1370,1327.09,75
2/9/24,"Albany, NY","Portland, OR",1167,Roofing Membrane Roll,516.4,1677.11,93.36,50,1458.75,1583.8,75
6/1/24,"Columbia, SC","Portland, OR",566,Insulation Board,565.95,877.78,45.28,100,707.5,658.04,25
4/20/24,"Baltimore, MD","Indianapolis, IN",1802,Underlayment Roll,234.63,2471.66,144.16,50,2252.5,2029.51,25
12/9/24,"Orlando, FL","Portland, OR",1505,Insulation Board,764.77,2126.65,120.4,50,1881.25,1759.79,75
10/6/24,"Providence, RI","Des Moines, IA",2177,Metal Roofing Coil,2372.19,3045.41,174.16,100,2721.25,2479.39,50
3/12/24,"Charlotte, NC","Chicago, IL",304,Fasteners and Plates,119.36,454.32,24.32,0,380,360.96,50
1/23/23,"Columbia, SC","Kansas City, MO",633,Underlayment Roll,220.72,1016.89,50.64,100,791.25,758.82,75
7/18/24,"Columbia, SC","Dallas, TX",328,Roofing Membrane Roll,576.42,511.24,26.24,50,410,384.63,25
11/7/24,"Providence, RI","San Antonio, TX",348,Fasteners and Plates,191.03,537.84,27.84,0,435,466.59,75
12/14/24,"Wilmington, DE","Seattle, WA",2244,Metal Roofing Coil,1883.92,2984.52,179.52,0,2805,2590.09,0
4/2/24,"Philadelphia, PA","Dallas, TX",449,Drainage Mat,397.13,672.17,35.92,50,561.25,572.04,25
3/24/23,"Raleigh, NC","St. Louis, MO",1183,Underlayment Roll,289.67,1598.39,94.64,0,1478.75,1446.25,25
5/25/23,"Orlando, FL","Dallas, TX",1526,Underlayment Roll,370.72,2154.58,122.08,100,1907.5,1968.03,25
3/26/23,"Wilmington, DE","Dallas, TX",938,Insulation Board,542.34,1372.54,75.04,50,1172.5,1177.93,75
3/19/23,"Providence, RI","Kansas City, MO",2385,Roofing Membrane Roll,659.35,3247.05,190.8,0,2981.25,3245.19,75
4/1/24,"Savannah, GA","Des Moines, IA",772,Drainage Mat,530.62,1026.76,61.76,0,965,887.56,0
1/1/23,"Buffalo, NY","Milwaukee, WI",2303,Insulation Board,685.59,3162.99,184.24,100,2878.75,3155.44,0
2/20/23,"Wilmington, DE","San Antonio, TX",1794,Underlayment Roll,167.88,2511.02,143.52,50,2242.5,2349.63,75
11/15/24,"Tampa, FL","Milwaukee, WI",2002,Insulation Board,746.78,2812.66,160.16,100,2502.5,2338.6,50
12/17/24,"Tampa, FL","Los Angeles, CA",1159,Insulation Board,799.26,1616.47,92.72,0,1448.75,1375.22,75
3/21/24,"Raleigh, NC","Chicago, IL",814,Fasteners and Plates,197.54,1257.62,65.12,100,1017.5,1074.9,75
3/24/24,"Albany, NY","Detroit, MI",1470,Drainage Mat,339.01,2130.1,117.6,100,1837.5,1673.14,75
5/2/24,"Newark, NJ","Des Moines, IA",477,Fasteners and Plates,128.54,634.41,38.16,0,596.25,609.84,0
2/3/23,"Pittsburgh, PA","Milwaukee, WI",1649,Underlayment Roll,141.37,2218.17,131.92,0,2061.25,2162.33,25
12/14/23,"Richmond, VA","Seattle, WA",2228,Underlayment Roll,243.21,3013.24,178.24,50,2785,2955.28,0
4/5/23,"Tampa, FL","Houston, TX",1876,Underlayment Roll,267.19,2570.08,150.08,0,2345,2501.92,75
3/13/23,"Providence, RI","Indianapolis, IN",362,Roofing Membrane Roll,492.85,606.46,28.96,50,452.5,423.78,75
7/4/24,"Richmond, VA","Seattle, WA",468,Underlayment Roll,342.52,697.44,37.44,0,585,558.76,75
6/3/23,"Norfolk, VA","Phoenix, AZ",205,Metal Roofing Coil,2452.79,272.65,16.4,0,256.25,278.48,0
9/7/23,"Orlando, FL","Kansas City, MO",2153,Fasteners and Plates,113.11,2938.49,172.24,50,2691.25,2926.52,25
11/4/24,"Charlotte, NC","Salt Lake City, UT",909,Drainage Mat,363.1,1333.97,72.72,100,1136.25,1171.79,25
3/13/24,"Boston, MA","Salt Lake City, UT",1472,Underlayment Roll,199.63,2057.76,117.76,50,1840,1966.91,50
4/28/23,"Providence, RI","St. Louis, MO",218,Drainage Mat,367.07,464.94,17.44,100,272.5,296.4,75
11/2/23,"Philadelphia, PA","Dallas, TX",2138,Underlayment Roll,308,3018.54,171.04,100,2672.5,2620.76,75
9/25/23,"Boston, MA","Portland, OR",2143,Insulation Board,518.71,2900.19,171.44,0,2678.75,2645.63,50
2/23/23,"Tampa, FL","San Antonio, TX",1288,Fasteners and Plates,88.3,1813.04,103.04,100,1610,1563.28,0
8/24/23,"Raleigh, NC","Houston, TX",1351,Fasteners and Plates,129.75,1896.83,108.08,50,1688.75,1613.8,50
1/24/24,"Hartford, CT","Kansas City, MO",1007,Underlayment Roll,218.58,1514.31,80.56,100,1258.75,1140.21,75
2/5/24,"Columbia, SC","Minneapolis, MN",628,Underlayment Roll,112.57,885.24,50.24,50,785,732.91,0
9/15/24,"Tampa, FL","Phoenix, AZ",970,Roofing Membrane Roll,584.05,1390.1,77.6,50,1212.5,1168.29,50
10/30/23,"Pittsburgh, PA","Portland, OR",2448,Insulation Board,792.59,3430.84,195.84,100,3060,2888.91,75
7/26/23,"Richmond, VA","Detroit, MI",1075,Insulation Board,520.09,1529.75,86,100,1343.75,1311.4,0
8/17/23,"Boston, MA","St. Louis, MO",1681,Insulation Board,751.93,2285.73,134.48,50,2101.25,2114.4,0
7/31/24,"Tampa, FL","Las Vegas, NV",622,Underlayment Roll,334.29,877.26,49.76,50,777.5,827.96,0
3/16/23,"Pittsburgh, PA","Detroit, MI",2175,Metal Roofing Coil,2260.64,3017.75,174,50,2718.75,2575.82,75
3/10/24,"Albany, NY","Portland, OR",2253,Fasteners and Plates,106.86,3121.49,180.24,50,2816.25,3010.13,75
4/13/23,"Savannah, GA","Las Vegas, NV",656,Roofing Membrane Roll,518.99,897.48,52.48,0,820,885.86,25
2/26/24,"Buffalo, NY","Seattle, WA",646,Insulation Board,630.08,1009.18,51.68,100,807.5,860.55,50
12/4/24,"Baltimore, MD","Las Vegas, NV",1611,Fasteners and Plates,196.75,2242.63,128.88,100,2013.75,1971.52,0
11/2/23,"Pittsburgh, PA","St. Louis, MO",925,Roofing Membrane Roll,384.35,1280.25,74,50,1156.25,1142.51,0
4/8/23,"Boston, MA","Portland, OR",2103,Insulation Board,660.08,2946.99,168.24,100,2628.75,2505.69,50
12/1/23,"Hartford, CT","Minneapolis, MN",1616,Roofing Membrane Roll,612.08,2274.28,129.28,100,2020,2003.7,25
3/10/24,"Norfolk, VA","Des Moines, IA",1040,Drainage Mat,248.16,1483.2,83.2,100,1300,1187.08,0
3/22/24,"Albany, NY","San Diego, CA",1479,Roofing Membrane Roll,389.07,2142.07,118.32,100,1848.75,1818.13,75
11/4/23,"Philadelphia, PA","San Antonio, TX",694,Roofing Membrane Roll,352.2,948.02,55.52,0,867.5,919.07,25
9/6/23,"Richmond, VA","Seattle, WA",1537,Metal Roofing Coil,1858.89,2094.21,122.96,50,1921.25,1767.64,0
6/15/23,"Jacksonville, FL","Kansas City, MO",315,Drainage Mat,220.96,518.95,25.2,50,393.75,360.42,50
4/25/24,"Tampa, FL","Chicago, IL",884,Drainage Mat,209.48,1350.72,70.72,100,1105,1024.44,75
12/1/23,"Charlotte, NC","Los Angeles, CA",2368,Underlayment Roll,183.97,3249.44,189.44,50,2960,3212.73,50
6/25/24,"Atlanta, GA","Salt Lake City, UT",440,Drainage Mat,215.76,685.2,35.2,100,550,538.22,0
4/16/23,"Tampa, FL","St. Louis, MO",1152,Drainage Mat,492.46,1707.16,92.16,100,1440,1384.25,75
7/16/24,"Boston, MA","Detroit, MI",1556,Insulation Board,779.09,2194.48,124.48,100,1945,1752.93,25
3/22/23,"Buffalo, NY","Seattle, WA",790,Metal Roofing Coil,1992.67,1200.7,63.2,100,987.5,1037.16,50
5/13/23,"Albany, NY","San Diego, CA",774,Underlayment Roll,212.42,1029.42,61.92,0,967.5,1031.81,0
5/18/23,"Philadelphia, PA","Houston, TX",664,Fasteners and Plates,83.27,908.12,53.12,0,830,761.54,25
7/3/23,"Atlanta, GA","Seattle, WA",829,Fasteners and Plates,64.3,1102.57,66.32,0,1036.25,1062.46,0
2/5/24,"Tampa, FL","Houston, TX",2005,Drainage Mat,233.41,2791.65,160.4,50,2506.25,2587.85,75
11/26/23,"Buffalo, NY","Seattle, WA",394,Metal Roofing Coil,2144.77,649.02,31.52,100,492.5,482.12,25
5/22/24,"Buffalo, NY","Milwaukee, WI",660,Underlayment Roll,265.83,927.8,52.8,50,825,776.92,0
3/10/23,"Norfolk, VA","Kansas City, MO",484,Insulation Board,804.06,718.72,38.72,0,605,576.95,75
6/29/24,"Orlando, FL","Portland, OR",423,Underlayment Roll,222.31,687.59,33.84,50,528.75,481.87,75
2/22/23,"Tampa, FL","Dallas, TX",2010,Underlayment Roll,275.45,2823.3,160.8,100,2512.5,2664.68,50
3/25/24,"Orlando, FL","Minneapolis, MN",2468,Roofing Membrane Roll,556.6,3382.44,197.44,50,3085,2984.62,50
7/24/23,"Norfolk, VA","Kansas City, MO",2138,Roofing Membrane Roll,418.91,2943.54,171.04,50,2672.5,2533.81,50
5/6/23,"Orlando, FL","Minneapolis, MN",347,Drainage Mat,516.21,486.51,27.76,0,433.75,437.7,25
2/12/23,"Atlanta, GA","Los Angeles, CA",1115,Drainage Mat,358.8,1582.95,89.2,100,1393.75,1460.08,0
4/21/23,"Raleigh, NC","Detroit, MI",2059,Underlayment Roll,124.61,2738.47,164.72,0,2573.75,2825.85,0
10/24/24,"Boston, MA","Houston, TX",817,Underlayment Roll,397.77,1236.61,65.36,100,1021.25,1121.01,50
7/2/23,"Savannah, GA","Salt Lake City, UT",1382,Underlayment Roll,150.72,1938.06,110.56,100,1727.5,1754.38,0
4/5/23,"Raleigh, NC","Denver, CO",1830,Fasteners and Plates,145.69,2483.9,146.4,0,2287.5,2410.11,50
1/9/24,"Norfolk, VA","Houston, TX",329,Roofing Membrane Roll,464.48,487.57,26.32,50,411.25,397.29,0
6/3/24,"Tampa, FL","Kansas City, MO",215,Roofing Membrane Roll,500.28,385.95,17.2,50,268.75,243.14,50
12/26/23,"Newark, NJ","Minneapolis, MN",2376,Fasteners and Plates,153.36,3335.08,190.08,100,2970,3003.38,75
11/26/24,"Richmond, VA","Omaha, NE",505,Insulation Board,741.28,821.65,40.4,100,631.25,627.58,50
10/8/23,"Raleigh, NC","Detroit, MI",520,Underlayment Roll,397.59,816.6,41.6,100,650,612.34,25
7/14/23,"Albany, NY","Los Angeles, CA",1841,Insulation Board,816.59,2623.53,147.28,100,2301.25,2129.1,75
7/14/23,"Columbia, SC","San Diego, CA",211,Metal Roofing Coil,1865.29,380.63,16.88,100,263.75,273.06,0
10/28/24,"Norfolk, VA","Omaha, NE",855,Insulation Board,877.57,1212.15,68.4,50,1068.75,1084.86,25
4/3/23,"Atlanta, GA","Indianapolis, IN",1319,Drainage Mat,351.24,1779.27,105.52,0,1648.75,1636.9,25
11/2/24,"Wilmington, DE","Detroit, MI",1044,Drainage Mat,293.33,1438.52,83.52,0,1305,1344.73,50
3/2/23,"Norfolk, VA","Detroit, MI",1460,Insulation Board,523.98,2016.8,116.8,50,1825,1687.03,25
9/25/24,"Providence, RI","San Diego, CA",1776,Roofing Membrane Roll,318,2412.08,142.08,50,2220,2079.45,0
2/20/23,"Charlotte, NC","St. Louis, MO",1647,Roofing Membrane Roll,671.54,2190.51,131.76,0,2058.75,2044.48,0
2/7/24,"Orlando, FL","Des Moines, IA",1911,Insulation Board,749.09,2641.63,152.88,100,2388.75,2451.51,0
1/5/23,"Jacksonville, FL","Portland, OR",2237,Fasteners and Plates,150.93,3075.21,178.96,100,2796.25,2870.86,0
4/10/24,"Hartford, CT","Phoenix, AZ",726,Roofing Membrane Roll,686.12,965.58,58.08,0,907.5,921.45,0
8/26/24,"Providence, RI","Denver, CO",2092,Underlayment Roll,107.41,2857.36,167.36,50,2615,2420.18,25
11/12/24,"Orlando, FL","San Antonio, TX",531,Drainage Mat,566.91,831.23,42.48,50,663.75,616.4,75
6/17/24,"Columbia, SC","Denver, CO",2453,Underlayment Roll,397.44,3437.49,196.24,100,3066.25,3187.57,75
2/9/24,"Norfolk, VA","Seattle, WA",1319,Underlayment Roll,281.64,1829.27,105.52,0,1648.75,1760.05,75
5/27/24,"Wilmington, DE","Phoenix, AZ",394,Underlayment Roll,383.78,674.02,31.52,100,492.5,443.36,50
10/6/24,"Hartford, CT","Dallas, TX",1164,Roofing Membrane Roll,332.67,1573.12,93.12,0,1455,1493.91,25
8/21/23,"Raleigh, NC","San Antonio, TX",909,Fasteners and Plates,116.35,1233.97,72.72,0,1136.25,1173.76,25
6/7/24,"Norfolk, VA","Phoenix, AZ",2023,Drainage Mat,250.95,2790.59,161.84,100,2528.75,2323.63,0
12/12/23,"Albany, NY","St. Louis, MO",755,Metal Roofing Coil,2122.47,1104.15,60.4,50,943.75,909.45,50
2/15/23,"Wilmington, DE","Omaha, NE",815,Metal Roofing Coil,2081.42,1233.95,65.2,100,1018.75,977.75,50
6/29/24,"Orlando, FL","Dallas, TX",1578,Underlayment Roll,100.01,2123.74,126.24,0,1972.5,1993.94,25
3/19/23,"Jacksonville, FL","Omaha, NE",999,Underlayment Roll,103.87,1378.67,79.92,0,1248.75,1363.04,50
12/30/24,"Philadelphia, PA","Portland, OR",525,Fasteners and Plates,184.82,823.25,42,100,656.25,662.66,25
3/14/23,"Buffalo, NY","Los Angeles, CA",1036,Fasteners and Plates,149.94,1527.88,82.88,100,1295,1227.74,50
9/6/23,"Pittsburgh, PA","Los Angeles, CA",2078,Drainage Mat,392.02,2888.74,166.24,100,2597.5,2768.79,25
2/16/23,"Boston, MA","Milwaukee, WI",2301,Metal Roofing Coil,2110.87,3185.33,184.08,50,2876.25,2626.48,75
5/1/23,"Philadelphia, PA","Salt Lake City, UT",2440,Insulation Board,733.09,3395.2,195.2,100,3050,2944.43,50
8/2/23,"Baltimore, MD","Portland, OR",905,Metal Roofing Coil,2022.81,1278.65,72.4,0,1131.25,1212.6,75
8/27/23,"Baltimore, MD","St. Louis, MO",2378,Metal Roofing Coil,2020.67,3337.74,190.24,100,2972.5,3071.55,75
2/25/23,"Buffalo, NY","Salt Lake City, UT",1844,Roofing Membrane Roll,577.37,2502.52,147.52,0,2305,2445.19,50
12/16/23,"Charlotte, NC","Salt Lake City, UT",370,Insulation Board,699.98,492.1,29.6,0,462.5,478.57,0
4/17/23,"Savannah, GA","Omaha, NE",2299,Fasteners and Plates,92.68,3182.67,183.92,100,2873.75,2941.06,25
2/17/23,"Savannah, GA","Denver, CO",2235,Drainage Mat,293.02,3072.55,178.8,50,2793.75,2806.92,50
7/26/24,"Hartford, CT","Dallas, TX",498,Drainage Mat,391.4,737.34,39.84,0,622.5,627.65,75
12/3/23,"Columbia, SC","Chicago, IL",1774,Roofing Membrane Roll,560.76,2509.42,141.92,100,2217.5,2255.46,50
1/26/23,"Hartford, CT","Indianapolis, IN",2002,Underlayment Roll,120.01,2762.66,160.16,50,2502.5,2400.23,50
9/14/23,"Charlotte, NC","San Diego, CA",626,Metal Roofing Coil,1829.11,957.58,50.08,100,782.5,812.13,25
1/8/23,"Newark, NJ","Detroit, MI",1592,Fasteners and Plates,139.79,2217.36,127.36,50,1990,1852.26,50
9/16/24,"Hartford, CT","Salt Lake City, UT",1666,Underlayment Roll,342.98,2315.78,133.28,50,2082.5,2246.45,50
9/10/23,"Savannah, GA","San Diego, CA",2144,Roofing Membrane Roll,556.39,2976.52,171.52,50,2680,2824.96,75
11/22/24,"Orlando, FL","Las Vegas, NV",1852,Roofing Membrane Roll,443.45,2538.16,148.16,0,2315,2093.19,75
12/19/24,"Pittsburgh, PA","Phoenix, AZ",1492,Drainage Mat,569.64,2009.36,119.36,0,1865,1989.29,25
10/30/23,"Norfolk, VA","Seattle, WA",459,Drainage Mat,332.54,760.47,36.72,100,573.75,623.17,50
9/30/24,"Jacksonville, FL","Des Moines, IA",1661,Metal Roofing Coil,2117.93,2259.13,132.88,0,2076.25,1972.8,50
2/25/23,"Richmond, VA","Phoenix, AZ",946,Metal Roofing Coil,2022.59,1358.18,75.68,100,1182.5,1145.99,0
12/26/24,"Norfolk, VA","Des Moines, IA",1690,Metal Roofing Coil,1843.43,2272.7,135.2,0,2112.5,2115.01,25
6/9/24,"Orlando, FL","Des Moines, IA",547,Drainage Mat,224.44,752.51,43.76,0,683.75,629.92,25
4/18/24,"Philadelphia, PA","San Diego, CA",884,Drainage Mat,341.89,1275.72,70.72,100,1105,1094.41,0
1/28/23,"Philadelphia, PA","Indianapolis, IN",706,Fasteners and Plates,112.22,1063.98,56.48,100,882.5,903.05,25
3/19/23,"Richmond, VA","Portland, OR",621,Roofing Membrane Roll,559.29,975.93,49.68,100,776.25,763.05,50
8/4/23,"Philadelphia, PA","Dallas, TX",1392,Underlayment Roll,294.63,1951.36,111.36,50,1740,1732.14,50
1/21/24,"Buffalo, NY","San Diego, CA",941,Drainage Mat,410.1,1351.53,75.28,100,1176.25,1138.16,0
12/31/23,"Albany, NY","Kansas City, MO",1411,Underlayment Roll,148.76,2001.63,112.88,50,1763.75,1600.81,75
10/27/24,"Providence, RI","Kansas City, MO",929,Roofing Membrane Roll,383.53,1260.57,74.32,0,1161.25,1054.87,25
6/9/24,"Buffalo, NY","Dallas, TX",490,Drainage Mat,548.77,726.7,39.2,0,612.5,582.4,75
11/29/24,"Wilmington, DE","San Diego, CA",1858,Fasteners and Plates,131.04,2596.14,148.64,100,2322.5,2353.09,25
11/8/23,"Buffalo, NY","Minneapolis, MN",1379,Metal Roofing Coil,1903.85,1884.07,110.32,0,1723.75,1600.84,50
1/7/23,"Hartford, CT","Milwaukee, WI",620,Drainage Mat,547.98,849.6,49.6,0,775,778.67,25
1/3/23,"Atlanta, GA","Salt Lake City, UT",1501,Underlayment Roll,326.54,2171.33,120.08,100,1876.25,1985.6,75
9/14/24,"Tampa, FL","Seattle, WA",1753,Insulation Board,831.46,2431.49,140.24,50,2191.25,2093.55,50
12/29/23,"Savannah, GA","San Antonio, TX",641,Insulation Board,771.4,902.53,51.28,50,801.25,876.72,0
5/22/24,"Jacksonville, FL","Salt Lake City, UT",1935,Roofing Membrane Roll,457.65,2648.55,154.8,50,2418.75,2404,25
10/1/23,"Buffalo, NY","Indianapolis, IN",1580,Roofing Membrane Roll,532.26,2151.4,126.4,50,1975,2043.04,0
5/20/24,"Hartford, CT","St. Louis, MO",1747,Roofing Membrane Roll,359.66,2423.51,139.76,50,2183.75,2235.26,50
1/15/23,"Richmond, VA","Detroit, MI",604,Drainage Mat,593.01,953.32,48.32,100,755,713.73,50
7/11/23,"Charlotte, NC","Omaha, NE",470,Metal Roofing Coil,1892.53,675.1,37.6,50,587.5,604.41,0
9/22/24,"Hartford, CT","Salt Lake City, UT",473,Fasteners and Plates,67.47,754.09,37.84,100,591.25,554.51,25
